StoreNo,TimeStamp,TotalValueEclGST,NumberOfChicken,NumberApple,NumberOfBanana,NumberOfBeer,HourOfDay,MinuteOfHour
72316,2018/1/21 19:07:07,156,6,9,8,4,8,38
20954,2018/5/22 19:18:46,188,10,15,6,4,13,54
85022,2018/3/8 13:56:11,132,7,10,5,2,6,15
40018,2018/4/14 3:44:54,151,10,9,5,3,2,25
19314,2018/9/14 5:26:06,219,12,12,8,7,0,23
20857,2018/1/9 9:21:26,141,6,9,8,1,0,30
38548,2018/4/19 4:03:51,179,11,9,4,9,19,51
43165,2018/9/1 21:01:03,132,6,13,3,4,5,2
38156,2018/2/3 3:18:48,134,8,14,0,6,12,49
26677,2018/7/10 18:49:56,132,4,16,3,4,18,47
12758,2018/1/18 1:49:12,167,7,15,5,5,18,45
88528,2018/9/17 1:30:03,150,6,9,6,6,19,54
71351,2018/8/5 19:14:54,156,6,13,6,4,9,37
50715,2018/3/10 21:36:03,198,11,16,6,4,18,5
85791,2018/6/26 2:25:48,134,8,11,4,2,18,26
71525,2018/4/3 4:35:41,232,12,19,8,4,7,4
22803,2018/1/1 13:26:43,188,8,20,5,4,0,19
29872,2018/6/22 22:28:38,193,9,13,9,3,14,20
22876,2018/6/7 19:20:31,200,6,14,11,4,0,3
26435,2018/4/29 21:02:48,173,9,10,8,3,16,58
89675,2018/11/5 16:29:20,174,8,13,8,2,16,52
59629,2018/4/13 11:25:52,202,9,20,6,4,17,42
42203,2018/5/26 12:27:01,150,8,14,2,6,2,56
33505,2018/1/28 2:47:19,136,4,15,4,4,9,38
68671,2018/1/14 13:56:24,184,7,18,5,6,3,36
50079,2018/10/18 7:44:16,173,12,11,4,5,0,52
05241,2018/5/27 15:16:20,95,6,11,0,3,4,3
71753,2018/9/15 10:37:12,168,9,14,6,2,15,26
79937,2018/11/10 10:19:31,150,5,17,4,4,21,30
43739,2018/5/28 18:43:01,166,6,13,6,6,0,2
32346,2018/9/16 15:00:34,110,3,12,3,4,17,27
68327,2018/1/19 5:54:08,162,5,10,9,4,20,4
37250,2018/10/1 5:52:03,171,7,9,6,9,5,46
06371,2018/1/5 16:29:35,164,12,14,2,4,3,3
80809,2018/7/1 8:19:43,136,4,13,5,4,18,59
68130,2018/2/7 12:36:13,149,6,12,5,5,5,53
68605,2018/6/8 21:37:53,132,7,10,5,2,18,41
88363,2018/3/24 11:50:15,135,6,15,3,3,14,22
08749,2018/2/7 15:38:36,141,9,12,3,3,3,31
55882,2018/9/7 16:14:51,160,7,12,5,6,16,24
12763,2018/6/1 5:40:07,110,5,9,3,4,5,6
86955,2018/3/21 2:30:02,153,9,11,5,3,7,7
82253,2018/3/27 21:20:40,175,9,18,3,5,15,13
03651,2018/10/16 9:37:17,158,7,10,7,4,15,48
82789,2017/12/17 13:57:36,116,3,9,4,6,16,29
16017,2018/2/19 10:17:02,122,6,7,6,2,15,57
86921,2017/12/15 0:50:49,187,6,14,10,3,2,3
60241,2018/10/12 9:20:06,190,8,10,9,6,6,18
37703,2018/6/8 2:01:39,135,4,12,6,3,18,15
11350,2018/7/1 6:12:56,180,15,11,2,6,9,54
63845,2018/8/21 13:19:55,168,9,16,5,2,0,37
40039,2018/6/13 9:19:50,140,9,9,5,2,17,37
32906,2018/1/3 18:25:41,167,9,9,4,9,10,57
20752,2018/5/21 21:36:40,190,9,18,8,0,11,2
27369,2018/2/15 11:05:11,138,6,15,4,2,8,36
24442,2018/5/5 13:48:24,172,7,11,7,6,4,4
31809,2018/8/21 8:25:14,190,10,8,6,10,2,16
38526,2018/6/23 11:46:46,165,4,13,8,5,8,59
76442,2018/9/30 4:01:38,189,13,10,7,3,2,17
99718,2018/9/28 16:15:02,183,11,11,6,5,16,21
48227,2018/9/18 16:35:12,152,6,14,5,4,14,36
32054,2017/12/29 1:25:55,166,8,14,4,6,10,54
74294,2018/2/19 5:11:24,147,8,11,5,3,18,10
81242,2018/6/8 2:49:45,136,3,17,5,2,3,8
95061,2018/8/7 16:12:36,145,6,13,4,5,2,55
44880,2017/11/27 8:07:27,194,7,11,11,4,8,3
44592,2018/10/13 7:02:41,96,6,6,2,4,13,6
19359,2018/4/26 16:49:46,177,5,14,7,7,21,30
00980,2018/4/3 19:28:55,153,9,13,4,3,10,16
57988,2018/1/2 19:43:45,98,6,9,2,2,21,13
21182,2018/4/7 3:53:23,130,5,10,5,4,9,30
16654,2018/4/11 8:23:03,143,5,16,3,5,5,35
95581,2017/12/22 6:56:24,141,8,8,7,1,20,11
77155,2018/10/12 7:36:15,183,8,18,6,3,1,41
55725,2018/2/10 11:22:55,163,10,16,3,3,14,43
32074,2018/1/17 16:04:17,128,7,7,6,2,19,42
25759,2018/7/14 10:55:55,119,5,13,4,1,14,44
87183,2018/10/31 13:01:08,149,7,8,5,7,12,52
85807,2018/10/26 13:20:00,174,7,16,6,4,1,4
86640,2018/9/3 10:34:11,154,11,6,3,8,10,48
94482,2018/7/12 15:43:41,194,11,11,8,4,12,8
71055,2017/12/10 8:14:25,146,9,11,6,0,14,47
76121,2017/12/6 8:28:18,198,7,16,9,4,4,4
16805,2018/6/21 15:52:42,194,11,17,5,4,10,33
67794,2018/5/1 17:57:07,156,12,10,3,4,15,21
48865,2018/6/12 6:48:01,137,7,12,4,3,5,44
96014,2018/3/2 8:37:24,110,8,7,3,2,3,3
98704,2018/10/5 13:43:58,156,12,7,7,0,15,14
80685,2018/1/26 7:28:55,150,8,13,5,2,12,49
64521,2018/3/22 4:58:36,124,7,12,3,2,8,7
81155,2018/3/10 10:03:53,113,2,15,2,5,19,35
43760,2018/6/24 12:24:30,141,8,9,4,5,21,53
48831,2018/9/8 17:17:24,204,12,13,5,8,15,23
06442,2018/3/10 9:09:27,156,9,11,6,2,6,43
76250,2018/4/24 20:36:31,177,9,12,5,7,16,23
53446,2018/10/3 0:55:11,181,13,14,4,3,1,57
93028,2018/3/26 11:07:19,111,8,6,3,3,22,9
61757,2018/7/21 7:15:44,128,9,8,4,2,17,46
53519,2018/3/13 0:09:01,215,6,18,9,7,16,44
65179,2018/11/4 22:28:49,158,8,14,3,6,0,0
24782,2018/7/24 5:10:27,177,7,15,5,7,15,14
23630,2018/5/4 22:26:35,144,9,12,4,2,0,3
78620,2017/12/13 10:17:34,169,9,19,3,3,3,3
94307,2018/2/25 15:14:47,145,8,8,5,5,13,7
83655,2018/5/26 10:52:53,128,6,12,3,4,11,46
76604,2018/2/22 0:00:50,197,12,9,8,5,5,47
88771,2018/7/10 7:48:11,160,7,14,4,6,1,39
51442,2018/3/2 8:26:07,158,10,10,6,2,0,2
70220,2017/12/31 18:18:15,139,3,16,4,5,8,19
84331,2017/12/31 10:11:50,134,8,11,4,2,15,53
88665,2018/5/27 10:40:49,231,14,15,9,3,14,52
68828,2017/11/28 7:21:07,165,10,7,4,9,20,23
56572,2018/9/11 15:34:37,214,9,14,8,8,0,51
27124,2018/11/14 22:38:42,94,5,5,3,4,12,16
85517,2018/9/15 20:43:58,213,13,14,8,3,11,26
37646,2018/2/19 1:23:11,138,5,8,7,4,16,1
08359,2018/4/20 10:01:39,160,7,11,8,2,8,14
22829,2018/9/7 1:43:04,166,12,19,1,2,5,53
56220,2018/9/22 6:53:47,175,11,11,5,5,21,36
36216,2018/11/1 1:30:04,143,7,10,7,1,7,3
66302,2018/5/20 17:12:17,145,7,10,6,3,16,48
17735,2018/9/13 22:53:36,145,9,7,6,3,20,27
07822,2018/7/14 9:54:04,174,8,17,6,2,7,1
19181,2018/9/12 10:11:59,184,8,16,4,8,17,30
56975,2018/7/14 7:37:31,188,11,12,8,2,2,24
59774,2018/7/26 19:12:09,141,12,12,2,1,19,45
11861,2018/7/1 6:14:54,173,14,10,3,5,15,37
91425,2018/5/4 4:31:44,156,4,14,7,4,2,39
43235,2018/3/13 15:33:30,127,5,12,3,5,9,31
89652,2018/8/29 16:00:19,153,9,17,2,3,12,34
88289,2017/12/21 2:49:26,155,6,14,6,3,1,30
21248,2018/1/16 4:28:29,107,7,11,2,1,12,0
36838,2018/8/23 6:10:21,142,3,10,8,4,9,35
90313,2018/1/11 16:52:40,195,10,18,6,3,16,27
93438,2018/5/12 19:14:57,101,3,13,2,3,11,23
22574,2017/12/4 0:10:30,171,8,13,7,3,1,16
65736,2018/1/30 15:16:17,186,9,14,7,4,11,55
19896,2018/11/5 20:52:51,161,9,7,8,3,19,17
54137,2018/5/4 20:37:53,155,9,13,3,5,4,28
29599,2018/4/22 11:46:25,200,7,14,9,6,20,6
63830,2018/5/21 10:53:22,204,9,16,7,6,18,1
52100,2018/2/27 2:24:05,156,9,15,4,2,9,38
92944,2018/6/21 13:38:23,158,8,10,5,6,15,45
14302,2018/1/24 11:03:34,166,10,16,4,2,1,0
77823,2018/2/27 13:09:22,175,7,15,6,5,13,15
61470,2018/5/5 4:03:33,187,8,15,8,3,4,38
11829,2018/2/27 21:08:22,131,8,10,1,7,13,42
22972,2018/10/15 5:54:15,128,7,11,4,2,21,33
37128,2018/6/12 18:05:05,101,3,9,4,3,19,53
03782,2018/8/22 0:00:22,141,11,11,2,3,18,26
83643,2018/5/8 0:44:09,148,7,12,6,2,4,52
06492,2018/5/25 5:22:30,147,4,12,5,7,21,53
17247,2018/2/19 19:37:29,183,5,16,8,5,15,46
57457,2018/6/16 9:20:22,199,9,16,7,5,9,58
13786,2017/12/2 6:28:14,128,5,12,5,2,11,23
70455,2018/11/13 4:33:29,178,5,17,5,8,22,30
09796,2018/7/20 2:17:21,142,6,11,4,6,15,2
16156,2018/11/17 13:19:03,161,8,15,6,1,13,47
10245,2018/6/19 7:50:18,173,9,11,5,7,0,53
33045,2018/8/24 13:10:42,157,4,9,9,5,2,28
65444,2018/4/22 20:24:08,158,7,10,7,4,5,33
13895,2017/11/23 11:47:44,124,4,12,4,4,19,31
83703,2018/4/29 11:01:15,145,7,16,3,3,10,18
38522,2017/12/20 13:28:51,155,11,10,3,5,11,32
69042,2018/6/24 15:58:01,145,7,16,3,3,20,26
83061,2018/4/11 13:22:21,164,12,12,3,4,13,19
86390,2018/4/29 0:54:52,186,12,15,3,6,18,38
48553,2018/11/9 17:17:28,143,12,8,3,3,13,6
99311,2018/5/25 0:28:27,103,7,8,3,1,3,18
36179,2018/8/8 3:18:55,136,4,13,5,4,22,52
13065,2018/3/8 10:48:58,165,14,11,4,1,1,30
25737,2018/4/5 12:24:23,152,7,11,7,2,5,37
46652,2018/5/31 12:08:07,174,11,8,7,4,23,43
66626,2018/10/16 23:11:49,134,9,9,3,4,1,24
88147,2018/7/5 17:44:24,153,7,16,4,3,22,43
16292,2018/8/5 18:24:16,217,11,17,6,7,23,30
35559,2018/8/24 3:04:16,109,7,7,3,3,6,34
16004,2018/2/12 17:03:33,131,4,10,4,7,1,33
97366,2018/2/10 1:05:41,163,9,11,5,5,3,16
05703,2018/3/31 16:23:21,153,6,12,8,1,15,21
13692,2018/5/18 7:25:08,131,12,5,3,3,0,5
81089,2017/12/20 3:03:35,151,10,9,5,3,15,21
73101,2018/6/21 11:39:01,179,8,15,7,3,5,36
20344,2018/9/20 4:47:01,135,9,11,4,1,12,7
54601,2017/11/26 12:31:54,168,9,14,6,2,5,20
65293,2018/6/22 9:23:30,159,7,17,3,5,9,28
41783,2018/5/17 23:33:21,140,7,9,4,6,23,30
79543,2018/8/19 7:59:04,193,8,10,10,5,15,2
59014,2018/9/29 15:44:21,151,8,18,2,3,1,14
86457,2018/2/27 12:37:23,133,4,13,4,5,23,28
90885,2017/12/12 5:24:59,142,6,12,6,2,15,30
44053,2018/6/2 6:13:15,116,5,11,4,2,3,34
03051,2018/1/15 3:42:47,91,3,9,4,1,2,13
27582,2018/2/17 19:20:38,177,10,10,9,1,8,59
55182,2018/1/15 5:09:20,163,10,8,7,3,16,5
12486,2018/10/16 7:35:21,184,10,10,8,4,20,7
18023,2018/10/5 1:34:09,150,9,13,3,4,8,49
26227,2018/5/4 2:50:00,164,14,5,5,4,23,18
72624,2018/11/19 16:08:49,160,6,12,7,4,14,4
86874,2018/8/11 4:10:48,157,6,16,4,5,12,58
39595,2018/3/15 7:51:48,129,7,11,1,7,0,28
40230,2018/9/1 10:26:25,165,13,10,4,3,4,58
08682,2018/9/15 7:34:27,208,13,19,3,6,11,35
90299,2018/10/31 3:44:08,176,10,18,3,4,15,36
52552,2018/10/20 14:16:50,123,7,11,4,1,9,45
31215,2018/11/2 17:33:56,189,10,14,6,5,10,12
80491,2018/3/26 10:14:25,141,11,9,3,3,16,7
29440,2018/11/11 16:39:14,181,12,13,4,5,23,53
70804,2018/10/17 14:31:05,162,6,13,8,2,19,27
37087,2017/11/24 9:43:22,173,13,10,5,3,10,41
37468,2018/2/10 4:14:00,203,11,10,9,5,14,2
38986,2018/10/18 4:56:31,187,8,15,8,3,2,38
01524,2018/6/8 2:08:09,139,9,10,5,1,0,28
76570,2017/12/6 9:22:08,163,8,10,5,7,21,57
82336,2018/3/2 18:03:56,130,7,11,3,4,10,52
06790,2018/10/14 19:05:54,141,5,12,6,3,7,55
59772,2018/10/19 13:50:53,135,8,12,3,3,13,28
18188,2018/10/19 20:44:37,112,2,12,4,4,12,41
71973,2018/3/8 10:14:48,143,7,7,6,5,18,42
39734,2018/3/16 13:36:28,175,9,14,5,5,10,39
03471,2018/8/12 6:10:48,165,8,9,7,5,0,38
50777,2018/1/25 18:56:34,167,10,17,3,3,10,15
84833,2017/12/13 1:28:41,115,3,7,8,1,11,16
55662,2018/11/2 11:24:46,164,12,10,4,4,23,55
68114,2018/1/24 3:16:06,170,10,11,7,2,22,10
64787,2018/5/20 18:09:26,139,8,13,3,3,13,54
33315,2017/11/22 17:29:31,191,10,10,7,7,9,44
17792,2018/6/30 11:23:38,191,11,13,6,5,6,33
77212,2018/11/7 0:05:32,100,6,7,2,4,4,41
68380,2018/9/21 20:03:56,133,6,11,6,1,15,35
30678,2018/3/15 1:58:11,140,11,8,4,2,15,14
24059,2018/2/21 17:01:51,182,11,14,5,4,17,31
84866,2018/6/6 19:51:04,153,7,9,5,7,15,1
25126,2018/5/31 0:17:48,126,3,14,4,4,20,2
11984,2018/10/8 20:26:37,143,8,8,6,3,3,56
69906,2018/4/20 11:46:17,213,11,14,7,7,6,38
93493,2018/7/13 2:16:01,152,7,12,4,6,21,10
28820,2018/11/9 13:31:58,112,0,13,5,4,21,21
34617,2017/11/23 9:06:40,92,3,8,4,2,0,31
31853,2018/4/20 17:59:56,190,9,15,7,4,5,15
85912,2018/5/15 23:52:25,167,11,14,5,1,23,8
23709,2017/12/14 2:11:43,138,3,15,5,4,2,8
16346,2018/5/4 23:50:19,140,3,10,9,2,5,55
70795,2018/11/5 9:24:14,145,9,13,3,3,11,27
01356,2018/7/11 8:07:27,111,7,10,3,1,15,45
57973,2017/12/3 20:47:11,183,5,15,6,9,4,27
29414,2018/8/26 14:18:03,172,9,19,4,2,23,6
31888,2017/12/28 13:32:03,150,5,15,5,4,1,9
87264,2018/3/6 13:48:56,216,11,18,6,6,8,15
11842,2018/1/20 23:18:11,198,12,12,6,6,2,21
73617,2018/10/23 5:05:28,141,7,11,5,3,5,11
96640,2018/1/7 4:20:18,100,5,9,3,2,19,19
54976,2018/3/22 19:45:22,200,14,14,5,4,11,58
47123,2018/3/15 7:07:02,137,9,4,4,7,21,0
53151,2018/8/23 19:05:49,166,8,15,6,2,4,13
99113,2018/10/7 11:43:48,204,11,15,6,6,21,37
05218,2018/7/15 7:15:33,151,6,10,5,7,0,40
21734,2017/12/31 3:09:20,168,9,10,8,2,18,55
30268,2018/7/16 9:57:54,169,6,13,7,5,22,37
97808,2018/5/31 9:10:05,184,9,16,7,2,9,59
67031,2018/1/16 16:49:38,153,5,16,3,7,5,41
06259,2017/12/1 1:29:06,193,13,15,5,3,11,25
34910,2017/12/13 23:11:07,138,4,13,4,6,13,10
90081,2018/1/21 12:29:53,184,12,13,5,4,2,50
61333,2017/12/10 21:28:17,139,8,9,5,3,1,1
14416,2018/2/3 17:35:27,158,11,10,4,4,23,39
55088,2018/5/3 10:50:12,137,8,14,1,5,2,21
27393,2018/9/26 2:54:59,216,9,20,9,2,15,42
18399,2018/2/20 1:12:57,201,12,7,7,9,17,34
21876,2018/4/30 7:38:19,121,7,10,3,3,18,3
59605,2018/3/30 8:18:36,148,7,18,3,2,16,0
57626,2018/9/10 2:26:32,122,6,11,4,2,23,59
07823,2017/12/25 13:02:37,170,9,9,5,8,19,44
35272,2018/3/10 11:39:14,144,9,14,3,2,1,19
58819,2017/11/30 18:37:11,154,5,14,6,4,21,17
12884,2018/3/13 10:56:14,171,7,12,7,5,20,41
86393,2018/9/26 0:57:55,71,7,6,0,1,0,45
53261,2018/1/18 3:57:56,133,4,5,8,5,2,36
01436,2018/6/12 17:55:23,126,8,9,4,2,11,20
96777,2018/4/29 2:15:19,128,8,7,4,4,0,13
10113,2018/5/30 7:22:26,148,8,12,4,4,3,28
92197,2018/10/3 22:46:26,103,5,9,4,1,19,47
41699,2018/7/24 10:34:28,173,10,12,5,5,20,9
47991,2018/3/2 3:20:39,138,6,7,8,2,2,25
00487,2018/5/4 0:33:48,127,5,12,3,5,7,46
23466,2017/11/25 13:52:11,172,12,14,3,4,20,39
18363,2018/1/1 3:12:25,141,9,10,4,3,21,53
70390,2018/4/22 23:01:09,204,6,18,7,8,21,43
67320,2017/12/4 14:04:41,205,13,14,7,3,17,52
40018,2018/10/29 17:21:02,98,6,13,0,2,5,46
22626,2018/3/25 10:27:02,163,8,15,5,3,14,44
92940,2017/12/17 0:26:57,158,7,16,4,4,6,21
03448,2018/3/26 7:25:27,137,5,17,3,3,15,26
22656,2018/8/16 0:16:13,150,7,12,5,4,16,19
50269,2018/11/11 4:15:44,178,10,19,4,2,11,17
91289,2018/5/12 8:34:52,162,12,10,5,2,21,25
14226,2018/2/19 23:13:51,221,8,17,10,5,13,39
21455,2018/2/7 7:10:02,116,4,8,5,4,11,19
54215,2018/4/10 23:45:29,124,4,10,5,4,17,19
10009,2017/12/27 20:42:34,220,9,15,7,10,0,3
53532,2018/10/23 13:46:14,201,13,15,6,3,23,51
45328,2018/11/19 1:10:03,134,6,14,4,2,1,21
40067,2017/12/22 7:43:50,201,9,14,7,7,14,27
92539,2018/7/29 11:56:40,157,13,4,6,3,17,8
19419,2018/7/16 19:11:12,169,9,15,5,3,5,30
63126,2018/4/28 11:16:07,163,5,15,6,5,14,42
30429,2018/5/20 3:46:29,216,14,13,5,8,15,6
34450,2018/5/23 6:15:11,173,12,9,5,5,17,9
42894,2017/12/8 20:14:23,179,7,16,6,5,9,29
06073,2018/10/27 11:24:42,139,6,12,5,3,8,4
22754,2018/4/12 19:50:42,151,8,10,6,3,15,20
00956,2018/2/2 3:05:17,166,7,16,5,4,9,51
57300,2017/12/30 9:33:08,148,6,11,6,4,0,25
48895,2017/12/18 1:19:39,184,10,16,5,4,17,16
24861,2018/2/1 3:27:18,179,5,11,10,5,6,46
96153,2018/3/15 19:33:59,201,7,13,9,7,20,39
44121,2018/5/11 13:51:07,119,5,8,4,5,23,29
25192,2018/1/16 15:18:21,148,8,16,2,4,4,15
13451,2017/11/27 6:59:24,174,10,14,6,2,10,7
26034,2017/12/28 20:42:20,156,4,14,7,4,2,33
79183,2018/7/21 23:02:15,167,10,17,3,3,7,55
29668,2018/3/3 5:43:49,129,4,8,6,5,6,0
12872,2018/2/11 9:33:59,135,14,7,1,3,13,42
57676,2018/7/5 6:21:26,143,3,9,8,5,6,6
98864,2018/11/3 12:24:04,168,8,13,6,4,15,10
92377,2018/7/6 13:57:24,184,8,18,3,8,7,32
75816,2018/11/6 11:03:27,172,7,13,6,6,13,45
58908,2018/9/29 13:41:08,110,8,9,2,2,6,39
73119,2018/3/29 18:53:22,207,6,11,9,11,21,0
91502,2018/9/20 15:04:50,196,10,15,7,4,7,23
95368,2018/3/15 8:19:52,138,4,13,4,6,18,24
49500,2018/1/10 1:24:07,219,15,14,6,5,11,16
34446,2018/4/17 9:26:09,167,8,14,6,3,17,59
93847,2018/6/5 7:16:01,139,5,8,4,9,12,58
76764,2018/3/2 7:05:01,139,5,9,6,5,13,34
51651,2018/1/16 20:22:04,235,13,16,6,9,23,7
90065,2018/3/10 12:23:26,166,8,9,9,2,13,2
26214,2018/3/24 3:03:16,212,11,11,9,6,11,27
27640,2018/9/23 23:42:50,134,8,13,3,2,23,5
92944,2018/8/10 19:40:09,111,9,6,1,5,20,52
30714,2018/1/15 5:04:54,183,11,15,4,5,21,41
29135,2018/8/31 11:42:00,152,12,12,4,0,1,12
90531,2018/7/13 2:36:43,146,11,5,5,4,13,52
75078,2017/11/26 10:47:16,151,8,13,2,7,15,39
63503,2017/12/14 2:56:10,138,9,12,2,4,13,47
43615,2018/1/1 10:30:48,139,8,11,4,3,13,36
27627,2017/12/13 0:41:47,105,5,11,2,3,7,19
41466,2017/12/24 21:25:33,95,6,7,2,3,19,31
67592,2018/4/7 20:25:45,164,10,14,6,0,7,24
27424,2018/1/21 9:16:34,120,8,12,3,0,6,33
35418,2018/3/5 6:27:43,187,4,18,7,7,19,47
57946,2018/4/12 2:50:42,124,4,9,3,8,2,54
34820,2018/7/7 20:31:28,122,8,8,4,2,2,31
07544,2018/2/24 1:37:44,226,10,8,13,6,22,50
29447,2017/12/5 10:50:22,164,9,9,8,2,19,34
75005,2018/10/18 7:39:51,146,6,10,5,6,6,48
01607,2018/6/7 21:48:29,136,9,14,2,2,23,40
25142,2018/7/14 23:38:05,197,13,10,8,3,0,42
00454,2018/4/9 19:41:47,160,8,13,5,4,22,34
77395,2018/9/19 20:02:37,190,10,13,6,6,21,18
42005,2018/8/1 7:12:05,167,7,11,7,5,17,35
29013,2018/2/26 23:09:12,159,9,12,4,5,3,49
45294,2018/6/3 23:10:44,141,8,7,5,5,16,19
71009,2018/10/19 10:49:43,136,5,7,6,6,14,4
01156,2018/4/13 5:23:36,121,4,16,1,5,16,41
42427,2018/7/27 9:59:55,163,10,12,5,3,10,21
39880,2018/10/7 13:53:53,116,6,11,2,4,4,22
36285,2018/6/24 20:37:15,143,8,10,5,3,5,57
50238,2018/11/5 21:12:34,187,7,18,6,5,9,32
67455,2018/1/12 6:05:15,159,8,18,3,3,12,48
14115,2018/4/24 17:07:06,155,13,11,1,5,22,0
70193,2018/6/23 10:01:24,129,6,11,3,5,5,38
87296,2018/10/25 16:22:36,129,11,8,2,3,11,36
18860,2017/12/4 5:44:18,187,11,13,8,1,16,44
35042,2018/10/8 3:03:24,138,9,12,2,4,6,54
79176,2018/8/30 7:04:19,152,8,9,6,4,17,22
71070,2018/7/31 9:53:50,209,14,11,7,5,22,57
05263,2018/5/19 1:23:58,132,7,10,5,2,0,24
90070,2018/6/1 2:17:55,92,6,7,1,4,20,27
45522,2018/9/25 16:06:46,192,7,15,10,2,18,37
52756,2018/1/7 10:11:32,165,7,15,6,3,22,14
62197,2018/1/31 17:23:01,150,8,12,3,6,21,13
65659,2018/6/26 21:29:13,147,8,16,0,7,13,41
59589,2018/6/16 10:43:31,156,9,11,6,2,16,3
58281,2018/2/8 3:09:41,182,11,14,5,4,18,51
28201,2018/1/20 21:49:11,172,9,10,6,6,8,21
07916,2018/7/17 2:13:22,171,12,17,2,3,2,10
23343,2018/4/27 17:40:56,155,7,10,6,5,6,30
65505,2018/1/19 17:23:41,164,5,10,8,6,18,35
46176,2018/1/26 12:40:32,131,4,15,4,3,11,36
69973,2018/5/31 1:41:52,207,10,12,8,7,3,39
34984,2018/9/1 23:13:51,194,11,14,4,8,0,54
77683,2018/3/17 17:17:18,159,6,17,5,3,0,53
91814,2018/9/11 11:56:43,126,6,10,5,2,20,52
59646,2018/5/12 19:30:00,132,3,9,6,6,9,47
72256,2018/7/3 13:22:11,230,17,17,5,4,20,34
06860,2018/1/17 2:57:37,157,7,13,6,3,2,44
08979,2018/10/21 2:34:23,124,5,8,4,6,5,58
17138,2018/10/7 6:27:55,138,6,12,3,6,1,4
68353,2018/10/27 3:36:57,204,10,15,8,4,21,28
18289,2018/9/9 7:30:40,196,10,21,4,4,22,34
38191,2018/1/25 5:25:21,167,5,16,6,5,19,38
88107,2018/11/3 23:16:54,124,1,9,9,2,9,14
70826,2018/1/22 19:19:22,160,10,14,3,4,1,5
59039,2018/8/30 1:42:10,140,7,12,5,2,6,24
26411,2018/5/4 17:53:49,148,6,14,2,8,1,7
06539,2018/1/7 2:21:52,157,4,5,11,5,19,30
75128,2018/3/5 13:06:25,160,10,14,3,4,17,30
93281,2018/2/12 14:32:46,172,11,16,4,2,17,20
30194,2018/8/25 2:24:35,211,7,20,8,5,8,0
47394,2018/3/13 20:26:58,158,5,11,8,4,22,57
98928,2018/10/17 18:08:22,152,5,14,7,2,22,22
95301,2018/6/21 19:30:19,122,5,10,4,4,6,31
47597,2018/10/10 14:55:30,150,7,9,4,8,6,48
82314,2018/4/24 16:49:20,125,9,10,2,3,0,7
31994,2018/10/3 21:18:57,192,6,21,4,8,18,4
89034,2017/11/26 3:08:52,165,10,15,5,1,12,6
73491,2018/9/1 16:57:37,138,8,10,5,2,7,31
26472,2018/7/20 15:34:58,135,8,12,3,3,4,45
10810,2018/9/29 22:15:18,216,8,18,7,8,10,33
43037,2018/5/23 20:47:41,125,6,10,3,5,9,55
21810,2018/3/18 19:21:41,146,9,10,4,4,2,14
91933,2018/8/10 17:08:54,171,12,11,5,3,5,56
23766,2018/3/12 1:33:09,139,4,17,4,3,10,55
85714,2018/6/4 20:02:38,127,5,15,4,1,19,47
80987,2018/4/5 7:17:47,143,4,14,6,3,9,21
73003,2018/7/31 1:46:58,156,5,8,8,6,7,9
50330,2018/7/3 11:25:32,196,14,11,6,4,11,0
46334,2017/12/25 12:22:55,170,9,10,7,4,23,8
86127,2018/2/2 15:56:08,130,11,7,2,4,13,54
28922,2018/5/20 14:58:47,120,6,12,2,4,10,3
37691,2018/1/18 22:30:28,232,17,11,7,6,5,58
24670,2018/8/11 12:44:36,100,5,5,5,2,1,28
63867,2018/11/6 5:42:18,163,9,11,5,5,2,19
05660,2017/12/25 3:40:47,149,9,11,2,7,6,45
94092,2018/6/8 8:29:27,155,5,11,7,5,22,10
22550,2018/8/22 19:35:11,134,5,5,8,4,13,48
28139,2018/8/9 9:04:56,163,6,20,4,3,0,50
91737,2018/7/7 13:38:14,163,7,10,7,5,0,10
32432,2018/5/28 1:17:19,142,9,9,4,4,20,15
33034,2018/6/11 2:46:04,135,3,13,5,5,7,3
98570,2018/7/9 16:38:01,141,4,7,8,5,17,44
65878,2018/4/25 19:17:24,138,3,11,7,4,2,50
80801,2018/7/12 1:08:27,143,8,14,3,3,0,51
26315,2018/1/27 15:54:40,170,11,8,4,8,14,16
42935,2018/8/28 9:42:05,175,9,14,5,5,17,33
22360,2018/4/2 12:49:03,113,5,15,1,3,4,21
92212,2018/9/7 18:47:03,158,4,17,7,2,23,42
03674,2018/4/5 21:08:09,170,7,12,5,8,6,34
86601,2018/5/22 22:59:23,201,11,16,7,3,17,28
81696,2018/9/17 13:21:44,171,10,18,3,3,10,35
16709,2017/12/23 15:06:54,185,11,12,7,3,6,28
14552,2018/3/6 2:23:57,118,10,8,2,2,19,6
57462,2018/4/17 14:33:39,181,11,11,7,3,10,3
75706,2018/2/5 21:40:26,98,5,6,3,4,19,13
36714,2018/3/10 9:25:22,155,9,13,3,5,2,26
38971,2018/5/12 14:41:30,173,4,17,7,5,15,32
43168,2018/5/9 8:50:17,186,10,13,8,2,5,29
14514,2017/11/27 22:58:18,188,4,13,9,8,18,59
14744,2017/12/4 13:47:42,149,9,16,2,3,9,3
72152,2018/10/11 21:14:23,124,10,7,2,4,10,29
84884,2018/4/16 4:35:39,168,9,13,4,6,0,37
22650,2018/11/8 0:00:58,226,11,19,8,4,23,52
50550,2018/3/7 13:33:43,144,11,11,3,2,16,7
